Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1,2014,Pune,3,24,1,2,2,0
1,2012,Bangalore,3,27,1,2,5,0
1,2013,Pune,3,27,1,2,5,0
1,2015,Bangalore,1,25,1,2,3,0
2,2017,New Delhi,2,25,2,2,3,0
3,2015,Pune,3,28,1,2,0,0
1,2015,Bangalore,3,28,1,2,3,0
1,2016,Bangalore,3,28,1,2,5,0
3,2013,New Delhi,3,24,1,2,2,0
1,2014,Bangalore,3,26,1,1,4,0
1,2015,Pune,2,26,2,1,4,1
1,2017,Bangalore,3,27,1,1,5,0
1,2014,New Delhi,3,26,1,2,4,0
2,2013,Bangalore,3,27,1,2,5,1
1,2016,Pune,3,24,1,1,2,0
1,2016,Bangalore,3,26,1,2,4,0
1,2013,Pune,2,28,2,2,2,1
2,2017,Bangalore,2,24,1,2,2,1
2,2017,New Delhi,2,24,1,2,2,1
2,2015,Pune,2,24,2,2,2,1
1,2014,Pune,3,26,1,2,4,0
1,2016,Pune,2,27,2,2,5,1
1,2017,Bangalore,3,25,1,2,3,0
2,2017,New Delhi,2,26,2,2,4,0
1,2016,Bangalore,1,25,2,2,3,0
3,2014,Bangalore,1,25,2,2,3,0
1,2013,Bangalore,3,25,2,2,3,0
1,2014,New Delhi,3,24,1,2,2,0
1,2015,Pune,2,28,2,1,2,1
1,2014,New Delhi,3,28,1,2,5,0
1,2015,Bangalore,3,26,1,2,4,0
1,2014,Bangalore,3,25,1,2,3,0
1,2018,Pune,3,26,1,2,4,1
2,2015,Pune,2,28,2,2,2,0
2,2013,New Delhi,3,28,1,2,2,1
1,2014,Bangalore,3,25,1,2,3,0
2,2015,New Delhi,2,26,2,2,4,0
1,2016,New Delhi,3,27,1,2,5,0
1,2014,Bangalore,3,24,2,2,2,0
2,2017,Pune,3,24,2,2,2,0
1,2014,Pune,3,25,2,2,3,1
1,2015,Pune,3,27,2,2,5,1
1,2017,New Delhi,2,28,1,2,0,0
1,2017,New Delhi,3,25,2,2,3,0
1,2012,Pune,3,24,1,2,2,1
2,2016,New Delhi,3,25,1,2,3,1
1,2015,Pune,2,26,2,2,4,1
2,2014,New Delhi,3,27,1,2,5,0
1,2015,Bangalore,3,24,2,2,2,1
1,2014,New Delhi,3,25,1,2,3,0
1,2017,Bangalore,3,24,1,2,2,0
1,2017,New Delhi,3,24,2,2,2,1
1,2012,Bangalore,3,28,1,2,1,0
1,2014,Bangalore,1,26,1,2,4,0
1,2017,Bangalore,3,28,1,1,3,0
1,2015,Pune,1,25,2,2,3,1
1,2015,Pune,2,24,2,1,2,1
1,2017,Pune,2,26,1,2,4,0
1,2015,Bangalore,3,28,1,2,0,0
1,2016,Bangalore,3,28,1,2,2,0
1,2013,Pune,3,28,2,1,3,1
1,2017,Bangalore,3,27,1,2,5,0
2,2015,New Delhi,3,25,1,2,3,0
1,2012,New Delhi,3,28,2,2,4,0
1,2012,Bangalore,3,26,1,2,4,0
1,2012,Bangalore,3,25,1,2,3,0
2,2017,New Delhi,3,25,1,2,3,1
1,2017,Bangalore,3,25,1,2,3,0
1,2012,Bangalore,3,26,2,2,4,0
1,2017,Bangalore,3,26,2,2,4,0
2,2017,New Delhi,2,25,1,1,3,1
1,2015,Bangalore,3,25,1,2,3,0
1,2013,Bangalore,3,26,2,2,4,0
1,2017,Pune,3,25,2,2,3,1
1,2014,New Delhi,3,28,2,1,2,0
1,2016,Bangalore,3,27,2,2,5,0
1,2018,Bangalore,3,25,1,2,3,1
1,2012,Bangalore,3,27,2,1,5,0
1,2017,New Delhi,3,27,2,2,5,0
1,2016,Bangalore,2,25,1,2,3,1
1,2016,Bangalore,3,28,2,2,4,0
1,2017,New Delhi,2,27,1,2,5,0
1,2016,Bangalore,3,24,2,2,2,0
1,2013,Bangalore,3,25,1,2,3,0
1,2017,New Delhi,2,25,2,2,3,0
1,2015,Pune,3,24,1,2,2,0
1,2012,New Delhi,3,25,2,2,3,0
3,2017,New Delhi,3,27,2,2,5,0
1,2014,Bangalore,3,25,2,2,3,1
2,2017,Bangalore,3,28,1,2,2,0
1,2016,Pune,3,25,1,2,3,0
1,2014,Bangalore,3,25,1,1,3,0
1,2012,New Delhi,3,27,1,2,5,0
1,2012,Pune,3,25,2,2,3,1
2,2015,New Delhi,3,27,2,2,5,0
1,2014,Bangalore,3,24,1,2,2,0
1,2015,Pune,2,27,2,2,5,1
1,2014,Bangalore,3,25,1,2,3,1
1,2015,Bangalore,3,25,1,2,3,0
1,2018,New Delhi,3,26,2,2,4,1
1,2017,Pune,2,26,2,2,4,1
1,2014,Pune,2,24,2,2,2,1
1,2013,Bangalore,3,27,1,2,5,0
1,2017,New Delhi,2,27,1,2,5,0
3,2012,New Delhi,3,28,2,2,1,0
2,2012,New Delhi,3,26,2,2,4,1
1,2014,Bangalore,3,27,1,2,5,0
1,2013,Bangalore,3,28,2,2,0,1
1,2014,Pune,3,26,1,2,4,0
1,2016,Pune,2,24,2,2,2,1
1,2015,Bangalore,1,24,2,2,2,1
1,2012,Bangalore,3,26,2,2,4,0
2,2014,Pune,3,27,1,2,5,0
2,2017,New Delhi,2,27,1,2,5,1
2,2017,New Delhi,1,25,2,2,3,0
2,2012,Pune,3,28,1,2,0,1
2,2012,New Delhi,3,28,1,2,2,1
2,2013,New Delhi,2,24,1,2,2,1
1,2015,Pune,3,25,2,2,3,1
2,2017,New Delhi,3,28,1,2,5,0
1,2013,Bangalore,3,24,1,2,2,0
2,2015,Bangalore,3,28,1,2,1,1
1,2018,Bangalore,3,27,2,1,5,1
1,2015,Bangalore,3,24,1,2,2,1
1,2014,Pune,3,26,1,2,4,0
1,2013,New Delhi,3,25,2,2,3,0
1,2013,Bangalore,3,26,1,2,4,0
1,2018,New Delhi,3,28,2,2,0,1
1,2013,Bangalore,3,25,2,2,3,0
3,2012,Pune,3,27,1,2,5,0
1,2013,Bangalore,3,24,1,2,2,0
1,2013,Bangalore,3,28,2,2,3,0
1,2015,Pune,3,24,1,2,2,0
1,2013,Pune,3,27,1,2,5,0
1,2012,New Delhi,3,27,1,2,5,0
1,2018,Bangalore,3,26,2,1,4,1
1,2013,Bangalore,3,26,1,2,4,0
1,2015,Pune,2,24,2,2,2,1
1,2016,Bangalore,3,24,1,2,2,0
3,2018,Bangalore,3,27,2,2,5,1
1,2015,Bangalore,3,26,1,2,4,0
1,2015,New Delhi,1,26,2,2,4,1
1,2015,Pune,2,24,2,2,2,1
1,2013,Pune,3,27,1,2,5,0
3,2016,New Delhi,3,24,2,2,2,0
1,2013,Bangalore,3,26,1,2,4,0
1,2015,Bangalore,3,28,1,2,5,0
1,2015,Bangalore,3,26,2,2,4,0
1,2016,Bangalore,3,27,2,2,5,0
1,2017,Pune,3,25,2,2,3,1
2,2017,New Delhi,2,26,1,2,4,1
1,2012,Bangalore,3,27,1,2,5,0
1,2014,Bangalore,3,26,2,2,4,1
1,2015,Pune,2,25,2,2,3,1
1,2013,Bangalore,3,26,1,2,4,0
1,2017,Pune,2,28,1,2,1,1
1,2014,Bangalore,3,25,1,2,3,0
1,2013,Bangalore,3,27,1,2,5,0
3,2013,Bangalore,3,26,1,2,4,0
1,2013,New Delhi,3,25,2,1,3,1
1,2017,Bangalore,1,28,2,2,3,0
1,2014,Bangalore,3,26,1,2,4,0
1,2015,New Delhi,3,27,1,2,5,0
2,2013,Pune,2,28,1,2,2,1
1,2013,New Delhi,3,25,2,1,3,1
2,2017,New Delhi,2,26,1,2,4,0
2,2016,New Delhi,3,25,1,2,3,0
1,2017,Bangalore,3,28,2,1,5,0
2,2017,New Delhi,2,28,2,2,2,0
1,2012,Bangalore,1,27,1,2,5,1
1,2018,Bangalore,3,27,1,2,5,1
1,2016,Bangalore,3,24,2,2,2,0
1,2017,Pune,3,26,1,2,4,0
1,2017,New Delhi,3,25,2,2,3,0
1,2015,Pune,3,28,2,1,5,1
1,2015,Bangalore,3,26,1,2,4,1
2,2015,Pune,2,26,2,1,4,1
2,2015,Pune,3,25,1,2,3,1
1,2016,Pune,3,27,2,2,5,1
1,2013,Bangalore,3,25,1,2,3,0
1,2018,Pune,3,26,1,1,4,1
1,2014,Bangalore,3,27,2,2,5,0
1,2017,Bangalore,1,25,1,2,3,0
1,2015,New Delhi,3,26,1,2,4,0
1,2015,Pune,3,24,2,2,2,1
1,2015,Bangalore,3,28,1,2,2,0
1,2014,Pune,2,26,2,2,4,1
1,2017,Bangalore,3,27,1,2,5,1
1,2014,Bangalore,3,26,1,2,4,0
1,2018,New Delhi,3,28,2,2,5,1
1,2015,Bangalore,3,28,1,2,0,1
1,2016,New Delhi,3,28,2,2,3,0
1,2017,Bangalore,3,25,1,2,3,0
1,2015,Pune,3,24,2,2,2,1
2,2018,New Delhi,3,28,1,2,2,1
1,2015,Bangalore,3,27,2,2,5,0
1,2017,Bangalore,3,24,1,2,2,1
1,2017,New Delhi,2,28,2,2,0,0
1,2015,Bangalore,3,25,1,2,3,0
1,2012,Bangalore,3,28,1,2,2,0
1,2013,Bangalore,3,26,1,2,4,0
1,2016,Bangalore,1,24,1,2,2,0
1,2016,Pune,3,27,1,2,5,0
1,2013,Pune,3,24,1,2,2,0
2,2017,Pune,2,26,2,2,4,1
1,2017,New Delhi,3,26,1,2,4,0
1,2018,Pune,3,25,2,2,3,1
1,2018,Bangalore,3,24,1,2,2,1
1,2015,Pune,3,24,1,1,2,0
1,2013,Bangalore,3,24,2,2,2,1
1,2013,Pune,2,28,1,1,0,1
1,2018,Bangalore,3,24,1,2,2,1
1,2014,Bangalore,3,24,1,2,2,0
1,2016,Bangalore,3,28,2,2,5,0
1,2014,Bangalore,3,25,1,2,3,0
1,2014,Bangalore,3,26,2,2,4,0
2,2017,Bangalore,2,28,1,2,2,0
1,2012,Bangalore,3,27,1,2,5,0
1,2016,Bangalore,3,27,2,2,5,0
2,2018,Bangalore,3,28,1,2,2,1
1,2017,Bangalore,3,24,1,2,2,0
1,2012,Pune,3,24,1,2,2,0
1,2016,New Delhi,3,28,1,2,0,0
1,2012,Bangalore,3,27,1,2,5,0
1,2014,Bangalore,3,27,1,2,5,0
1,2017,Bangalore,3,24,1,2,2,1
1,2012,Bangalore,1,27,1,2,5,0
1,2017,Bangalore,3,28,2,2,5,0
1,2014,Pune,3,25,1,2,3,0
1,2015,Pune,3,25,1,2,3,0
1,2017,Pune,2,28,1,2,0,1
1,2015,Pune,2,26,2,2,4,1
1,2015,Pune,2,27,2,2,5,1
1,2015,Pune,3,26,2,2,4,1
1,2015,Bangalore,2,28,2,2,3,1
1,2012,Pune,3,25,1,2,3,0
1,2013,Bangalore,3,25,1,1,3,1
1,2016,New Delhi,3,26,1,2,4,0
3,2018,New Delhi,3,24,2,2,2,1
1,2014,Bangalore,3,27,2,2,5,0
2,2017,New Delhi,2,26,1,1,4,1
1,2015,Pune,2,27,2,2,5,1
1,2014,Bangalore,3,24,1,2,2,0
2,2017,Pune,2,25,2,2,3,0
1,2017,New Delhi,3,28,2,2,2,0
1,2014,Bangalore,3,27,1,1,5,0
1,2012,Bangalore,3,24,1,2,2,0
1,2018,Pune,3,24,1,2,2,1
1,2015,Bangalore,3,27,2,1,5,1
1,2015,New Delhi,3,28,2,2,3,0
1,2015,Pune,3,27,2,2,5,1
1,2015,Bangalore,3,28,1,2,5,0
1,2015,New Delhi,2,27,2,1,5,1
1,2016,Bangalore,3,27,1,2,5,0
2,2017,New Delhi,3,27,2,2,5,1
1,2017,Pune,2,26,2,2,4,1
1,2015,Pune,3,27,2,2,5,1
1,2018,Pune,3,27,2,2,5,1
1,2012,Bangalore,3,25,1,2,3,0
1,2017,Bangalore,3,25,1,2,3,0
3,2013,New Delhi,3,27,2,2,5,1
1,2016,Bangalore,3,28,1,2,2,0
1,2012,Bangalore,3,25,2,1,3,0
1,2015,Bangalore,3,27,1,2,5,0
1,2016,Pune,2,24,2,2,2,1
1,2016,Bangalore,3,26,1,2,4,1
1,2014,Pune,3,27,1,1,5,0
1,2013,Bangalore,3,24,1,1,2,0
1,2017,Bangalore,3,25,1,2,3,1
1,2017,Pune,2,24,2,2,2,1
1,2013,Bangalore,3,27,1,2,5,0
2,2013,Bangalore,3,26,2,2,4,1
1,2012,Pune,3,25,2,2,3,1
1,2015,New Delhi,3,28,2,2,2,0
2,2017,New Delhi,2,24,2,2,2,0
2,2013,New Delhi,3,26,1,2,4,1
1,2014,Bangalore,3,26,1,2,4,0
3,2016,New Delhi,3,24,2,2,2,0
1,2017,New Delhi,3,26,1,2,4,0
1,2016,Bangalore,3,26,1,2,4,0
1,2014,Bangalore,3,27,1,2,5,0
1,2017,New Delhi,3,28,2,2,0,0
3,2016,New Delhi,3,27,2,2,5,0
2,2014,Bangalore,3,28,2,2,4,1
1,2014,Bangalore,3,28,2,2,2,0
1,2017,Bangalore,3,24,2,2,2,0
2,2015,New Delhi,3,28,1,2,0,0
1,2015,Pune,2,25,2,2,3,1
2,2017,Pune,2,27,1,2,5,1
1,2014,Pune,2,25,2,2,3,1
1,2015,Pune,2,28,2,1,2,1
1,2013,Pune,3,25,1,2,3,0
1,2013,Pune,1,26,2,2,4,1
1,2012,Pune,2,27,2,2,5,1
2,2017,New Delhi,3,28,1,2,0,0
1,2012,Bangalore,3,28,2,2,1,0
1,2015,Pune,2,25,2,1,3,1
1,2015,Bangalore,3,26,1,2,4,0
1,2015,Bangalore,3,24,2,2,2,0
1,2018,New Delhi,3,24,2,2,2,1
1,2017,New Delhi,3,27,2,1,5,0
3,2012,Pune,3,27,1,2,5,0
1,2012,Bangalore,3,26,1,2,4,0
1,2013,Bangalore,3,25,1,2,3,1
1,2015,New Delhi,3,24,2,2,2,0
1,2013,Pune,3,24,2,2,2,0
1,2016,Pune,3,24,1,2,2,0
1,2018,Pune,3,24,1,1,2,1
1,2015,Bangalore,3,27,2,1,5,1
1,2018,Bangalore,3,26,1,2,4,1
1,2012,Pune,3,24,2,2,2,1
2,2017,New Delhi,3,27,1,2,5,1
1,2012,Bangalore,3,26,1,2,4,0
1,2013,Bangalore,3,27,1,2,5,0
1,2015,New Delhi,3,25,2,2,3,0
1,2018,Bangalore,3,24,2,2,2,1
1,2014,Bangalore,3,28,1,2,4,0
1,2013,Pune,1,26,2,2,4,1
1,2015,Bangalore,3,27,1,2,5,0
1,2013,Bangalore,3,24,1,2,2,0
1,2016,Bangalore,3,26,1,2,4,1
1,2013,Bangalore,3,25,2,2,3,1
1,2016,Bangalore,3,27,1,1,5,0
1,2017,Pune,3,26,1,2,4,0
1,2018,Pune,2,28,2,2,5,1
2,2017,Pune,2,27,1,2,5,0
1,2013,Bangalore,3,25,2,2,3,0
1,2017,Bangalore,3,24,1,2,2,0
1,2017,New Delhi,2,25,2,2,3,0
1,2018,Pune,3,27,2,2,5,1
1,2016,Pune,3,27,1,2,5,0
1,2013,Bangalore,1,24,1,2,2,0
1,2012,Bangalore,1,28,1,2,3,0
1,2016,Pune,2,28,2,2,3,1
1,2016,Pune,3,24,1,2,2,0
1,2017,Bangalore,3,28,1,2,3,0
1,2017,Pune,2,28,1,2,3,0
1,2017,Bangalore,3,25,2,2,3,1
1,2015,Bangalore,3,25,1,2,3,0
2,2013,New Delhi,3,25,1,2,3,1
1,2017,Bangalore,3,24,1,2,2,0
1,2013,Pune,3,27,1,2,5,0
1,2013,Pune,2,24,2,2,2,1
1,2017,Bangalore,3,28,1,2,1,1
1,2012,Bangalore,3,25,1,2,3,0
1,2014,Pune,3,26,1,2,4,0
1,2015,Pune,1,24,2,2,2,1
2,2013,New Delhi,3,24,2,1,2,1
1,2014,Bangalore,3,25,1,2,3,0
1,2017,New Delhi,2,26,1,2,4,0
1,2014,Bangalore,3,25,1,2,3,0
2,2013,New Delhi,3,25,1,2,3,1
1,2014,Bangalore,3,24,1,2,2,0
1,2014,Pune,2,28,2,2,3,1
2,2015,New Delhi,3,28,1,2,2,0
1,2015,Bangalore,3,28,1,2,5,0
1,2017,Bangalore,3,24,1,2,2,0
1,2014,Pune,3,27,1,2,5,0
1,2015,Pune,2,28,2,2,5,1
2,2017,New Delhi,2,26,2,2,4,1
1,2016,New Delhi,3,26,2,2,4,0
1,2016,Bangalore,3,26,2,2,4,0
1,2013,New Delhi,3,27,2,2,5,0
1,2014,Bangalore,3,28,1,2,3,0
1,2017,New Delhi,3,25,1,2,3,0
1,2015,Bangalore,1,27,1,2,5,0
1,2013,Bangalore,3,26,1,2,4,0
1,2014,Bangalore,3,24,2,2,2,0
1,2014,Pune,2,26,1,2,4,0
1,2013,Bangalore,3,24,1,2,2,1
1,2012,Bangalore,3,25,1,2,3,0
1,2012,Bangalore,3,27,1,1,5,0
1,2012,Bangalore,3,28,1,2,1,0
2,2017,New Delhi,2,25,2,2,3,1
1,2014,Bangalore,3,25,1,2,3,0
1,2016,Pune,2,27,2,2,5,1
1,2017,Pune,3,28,1,2,3,0
2,2017,New Delhi,3,28,1,2,2,0
3,2018,Pune,3,26,1,2,4,1
2,2017,New Delhi,2,24,1,2,2,1
1,2014,Bangalore,3,28,1,2,0,0
2,2015,Pune,3,26,2,2,4,0
1,2016,Bangalore,3,27,1,2,5,1
1,2016,New Delhi,3,28,2,2,4,0
1,2012,Pune,3,26,1,2,4,0
2,2015,Bangalore,2,27,2,2,5,1
2,2017,Pune,1,28,1,2,0,0
2,2015,New Delhi,3,28,2,2,2,0
1,2017,Bangalore,3,26,1,2,4,1
1,2017,Pune,3,28,2,2,4,1
1,2015,Pune,3,25,1,2,3,0
2,2017,New Delhi,2,27,2,2,5,0
2,2015,Pune,2,27,2,2,5,0
1,2015,Bangalore,3,25,1,2,3,1
1,2013,Bangalore,3,28,2,2,1,0
1,2015,Pune,3,25,2,2,3,1
1,2012,Bangalore,3,28,2,2,2,1
1,2016,Pune,3,27,2,2,5,1
1,2016,Bangalore,3,26,1,2,4,0
3,2018,New Delhi,3,26,1,2,4,1
1,2017,Bangalore,3,27,1,2,5,0
1,2018,Pune,3,28,1,2,2,1
1,2013,Bangalore,3,24,1,2,2,0
1,2013,New Delhi,3,26,1,2,4,0
1,2013,Bangalore,3,28,1,1,1,0
2,2017,New Delhi,2,28,2,2,2,0
1,2016,Bangalore,1,24,1,2,2,0
1,2017,Bangalore,3,27,1,2,5,0
1,2014,Pune,2,27,2,2,5,1
1,2017,Bangalore,3,27,1,2,5,0
1,2017,New Delhi,3,27,1,2,5,0
2,2018,New Delhi,3,24,1,2,2,1
1,2016,Bangalore,3,26,1,2,4,1
1,2017,Bangalore,3,28,1,1,3,0
1,2017,New Delhi,3,26,2,2,4,0
1,2016,Pune,3,28,1,2,3,0
1,2015,New Delhi,3,26,1,2,4,0
1,2014,Bangalore,3,26,1,2,4,1
1,2017,Pune,2,24,2,2,2,1
1,2016,Bangalore,3,26,1,2,4,1
3,2016,New Delhi,1,26,1,2,4,0
1,2018,Bangalore,3,24,2,2,2,1
1,2017,Bangalore,2,28,2,2,1,0
1,2013,Bangalore,3,24,2,2,2,0
2,2014,New Delhi,3,25,2,2,3,0
1,2012,Pune,1,26,1,2,4,0
1,2014,Bangalore,3,28,1,2,5,0
1,2013,Bangalore,3,28,1,2,2,1
2,2017,Pune,2,27,1,2,5,0
1,2016,Bangalore,3,28,1,1,0,0
1,2014,New Delhi,3,25,1,2,3,0
1,2013,Bangalore,3,25,2,2,3,1
1,2017,Bangalore,3,24,2,2,2,1
1,2015,Bangalore,3,26,2,2,4,0
1,2014,Bangalore,3,28,1,2,4,0
1,2017,New Delhi,2,28,1,2,0,0
2,2017,New Delhi,3,24,2,2,2,0
3,2017,Pune,3,27,1,2,5,0
1,2015,Bangalore,3,28,2,2,5,0
1,2017,New Delhi,3,25,2,2,3,0
2,2017,Bangalore,3,25,1,2,3,0
2,2017,Bangalore,1,26,1,2,4,0
1,2014,Bangalore,3,25,1,2,3,1
1,2016,Bangalore,3,27,1,2,5,1
1,2013,Bangalore,3,24,1,2,2,0
1,2012,Bangalore,3,25,1,2,3,0
1,2014,Pune,3,25,1,2,3,1
1,2018,Bangalore,3,25,2,2,3,1
2,2012,Pune,3,26,1,2,4,1
3,2016,Bangalore,3,25,1,2,3,0
1,2015,Bangalore,3,25,1,2,3,0
1,2017,New Delhi,2,25,1,2,3,1
1,2015,New Delhi,3,27,2,2,5,0
1,2017,Pune,3,26,1,2,4,0
1,2016,Pune,3,26,1,2,4,0
1,2018,Bangalore,3,26,1,2,4,1
2,2018,New Delhi,3,25,2,2,3,1
2,2017,Pune,2,25,1,2,3,0
2,2014,Bangalore,3,24,2,2,2,0
1,2014,Pune,3,28,2,2,2,1
1,2012,Bangalore,3,26,1,2,4,0
1,2017,Pune,3,26,1,2,4,0
1,2014,Pune,2,28,2,2,0,1
1,2017,New Delhi,3,25,2,1,3,0
1,2014,Bangalore,3,25,1,2,3,0
1,2012,Bangalore,3,26,1,2,4,0
1,2014,Bangalore,3,26,1,2,4,0
1,2017,Bangalore,3,26,2,2,4,0
2,2017,Bangalore,2,26,1,2,4,1
1,2017,New Delhi,3,25,2,2,3,0
1,2018,Bangalore,3,25,1,2,3,1
1,2014,New Delhi,3,27,2,2,5,0
1,2017,Bangalore,3,28,1,2,5,0
1,2015,Bangalore,1,24,2,2,2,0
1,2013,Bangalore,3,27,1,2,5,1
1,2018,Bangalore,3,26,2,2,4,1
2,2017,New Delhi,2,28,2,2,2,0
1,2016,Pune,3,28,2,2,4,1
1,2016,Bangalore,3,25,1,2,3,0
1,2015,Pune,3,27,2,1,5,1
1,2015,Bangalore,3,26,1,2,4,1
1,2015,Pune,3,28,2,1,5,1
1,2013,Pune,3,27,1,2,5,0
2,2017,Pune,2,25,1,2,3,0
1,2015,Pune,2,25,2,1,3,1
1,2015,Pune,2,24,2,2,2,1
2,2017,New Delhi,2,28,2,2,2,0
1,2014,New Delhi,3,24,2,2,2,0
1,2012,Bangalore,3,27,1,2,5,1
1,2015,Pune,2,28,2,2,5,1
1,2015,New Delhi,2,27,2,2,5,1
1,2017,Bangalore,3,24,2,2,2,0
2,2016,New Delhi,3,25,2,2,3,0
1,2012,Pune,3,24,1,1,2,0
1,2015,New Delhi,3,24,2,2,2,0
1,2015,Pune,2,26,2,2,4,1
2,2017,Pune,2,27,2,2,5,0
1,2013,Bangalore,1,24,2,2,2,1
3,2017,Pune,3,28,1,2,1,0
1,2017,Bangalore,3,24,2,2,2,0
1,2015,Pune,2,24,2,2,2,1
1,2017,Bangalore,3,27,1,2,5,0
1,2016,New Delhi,3,28,1,2,4,0
2,2017,New Delhi,2,28,2,2,2,0
3,2014,New Delhi,3,24,1,2,2,0
1,2013,Bangalore,3,26,2,2,4,0
2,2014,New Delhi,3,24,1,2,2,0
1,2013,New Delhi,3,24,2,2,2,0
2,2017,New Delhi,3,26,1,2,4,1
1,2014,Pune,2,27,1,2,5,0
2,2013,Bangalore,3,25,1,2,3,1
2,2012,New Delhi,3,27,2,2,5,1
2,2017,Bangalore,2,25,1,2,3,0
1,2012,New Delhi,3,28,1,2,5,0
1,2014,Bangalore,3,28,1,2,0,0
1,2017,New Delhi,3,28,2,2,4,0
1,2016,Pune,3,27,1,2,5,1
1,2017,New Delhi,2,27,2,2,5,0
3,2014,Bangalore,3,28,2,2,0,0
1,2013,Pune,2,25,1,2,3,1
1,2017,Pune,3,28,1,2,3,0
1,2012,Bangalore,3,27,1,2,5,0
1,2013,Bangalore,2,24,2,2,2,1
2,2017,New Delhi,2,25,1,2,3,0
1,2014,Pune,3,24,1,2,2,0
1,2013,New Delhi,1,25,2,2,3,1
1,2015,Pune,3,28,1,2,2,0
2,2017,New Delhi,3,28,1,2,1,1
1,2017,New Delhi,2,27,2,2,5,0
1,2018,Pune,3,24,1,2,2,1
1,2013,Bangalore,3,26,1,2,4,0
1,2017,Bangalore,3,27,2,1,5,0
2,2017,New Delhi,1,26,2,2,4,1
2,2017,Bangalore,2,26,2,2,4,0
1,2013,Pune,3,26,1,2,4,0
2,2014,New Delhi,1,25,2,2,3,0
1,2014,Bangalore,3,27,1,2,5,0
1,2016,Bangalore,3,25,1,2,3,0
1,2016,Bangalore,3,27,1,2,5,0
1,2015,Bangalore,3,28,2,2,5,0
2,2012,New Delhi,3,25,1,2,3,1
1,2013,Bangalore,3,28,1,2,2,1
1,2014,Bangalore,1,25,1,2,3,0
1,2014,Pune,3,26,1,2,4,0
1,2013,Pune,3,28,1,2,0,0
1,2015,Bangalore,3,27,1,1,5,0
1,2014,Pune,1,28,2,2,3,1
2,2017,Pune,2,25,2,2,3,1
2,2013,New Delhi,3,28,2,2,2,0
2,2017,Bangalore,2,27,2,2,5,1
1,2015,Bangalore,3,27,1,2,5,0
1,2012,Bangalore,3,27,1,2,5,0
1,2014,Bangalore,3,26,1,2,4,0
1,2013,New Delhi,3,26,2,2,4,0
1,2012,Bangalore,3,27,1,2,5,0
1,2013,Bangalore,3,26,2,2,4,0
2,2017,New Delhi,2,28,2,2,3,0
1,2017,New Delhi,2,26,1,2,4,0
1,2013,Pune,2,27,2,2,5,1
2,2015,Bangalore,3,27,2,2,5,0
2,2017,Pune,3,27,2,2,5,1
1,2016,Bangalore,3,27,1,2,5,0
1,2012,Bangalore,3,27,1,2,5,0
1,2014,Bangalore,3,25,2,2,3,0
1,2016,Bangalore,3,26,2,2,4,0
1,2016,Bangalore,3,26,2,2,4,0
1,2014,New Delhi,3,26,1,2,4,0
1,2014,Bangalore,3,28,1,2,3,0
1,2012,Pune,3,25,1,2,3,0
2,2014,Bangalore,3,28,2,2,3,1
1,2016,New Delhi,3,26,1,2,4,0
1,2012,New Delhi,3,24,2,2,2,0
1,2015,Pune,2,28,2,2,4,1
1,2017,New Delhi,2,24,1,2,2,0
1,2015,New Delhi,3,25,1,2,3,0
1,2013,Bangalore,3,27,1,2,5,0
1,2015,Bangalore,3,27,1,2,5,0
1,2017,Bangalore,3,28,2,2,3,1
1,2017,Bangalore,3,24,2,2,2,0
2,2017,New Delhi,2,26,2,2,4,0
1,2016,Bangalore,3,25,1,1,3,1
1,2016,Bangalore,3,26,1,1,4,0
2,2017,Bangalore,2,24,2,2,2,0
1,2017,Bangalore,3,27,1,1,5,0
1,2014,Pune,2,27,2,2,5,1
2,2017,New Delhi,1,24,2,2,2,0
1,2014,Bangalore,3,28,1,2,1,0
1,2013,Pune,3,26,1,2,4,0
1,2014,Pune,3,28,1,2,0,0
2,2013,New Delhi,3,28,1,2,1,0
2,2017,Pune,2,27,2,2,5,0
1,2017,Pune,3,28,1,2,1,0
1,2016,New Delhi,3,26,2,2,4,0
3,2018,Bangalore,3,27,1,2,5,1
1,2014,Pune,3,26,1,2,4,0
1,2013,Pune,3,25,1,2,3,0
2,2017,Pune,3,25,1,2,3,0
1,2017,Pune,2,24,2,2,2,1
1,2017,New Delhi,3,24,2,2,2,0
3,2014,Pune,3,24,1,2,2,0
3,2017,Bangalore,3,24,2,2,2,0
2,2017,New Delhi,2,26,1,2,4,1
1,2013,Pune,2,24,1,1,2,1
3,2016,New Delhi,3,27,2,2,5,0
2,2017,New Delhi,2,25,2,1,3,1
1,2014,Pune,3,26,1,2,4,0
1,2017,New Delhi,3,25,2,2,3,0
1,2012,Bangalore,3,27,2,2,5,0
1,2016,Bangalore,3,26,1,1,4,0
1,2016,Bangalore,3,26,1,2,4,0
1,2015,Pune,2,27,2,1,5,1
1,2016,Pune,3,28,2,2,2,1
2,2017,New Delhi,2,27,2,2,5,1
1,2018,Bangalore,3,25,2,2,3,1
1,2014,Pune,3,27,1,1,5,0
1,2014,Bangalore,3,27,1,1,5,0
1,2015,New Delhi,3,25,2,2,3,0
2,2017,Bangalore,3,26,2,2,4,0
2,2018,New Delhi,3,25,1,2,3,1
1,2018,Bangalore,3,25,1,2,3,1
1,2014,Bangalore,3,28,1,2,1,0
